zone_id,lat,lon,label_class,label,label_source,n_mineralized_obs,n_barren_obs,prospectivity_score
r10_c05,21.755,80.105,barren,0.0,REAL_GEOLOGICAL,0,1,0.5360334
r10_c06,21.755,80.115,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.97812873
r10_c07,21.755,80.125,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.97530967
r10_c08,21.755,80.135,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.95393884
r10_c09,21.755,80.145,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9293898
r10_c10,21.755,80.155,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9451238
r10_c11,21.755,80.165,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.91801417
r10_c12,21.755,80.175,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9638523
r10_c13,21.755,80.185,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9206463
r10_c14,21.755,80.195,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.87108105
r10_c15,21.755,80.205,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.97113603
r10_c16,21.755,80.215,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.96771884
r10_c17,21.755,80.225,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9663898
r10_c18,21.755,80.235,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9592462
r10_c19,21.755,80.245,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.97995913
r10_c20,21.755,80.255,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.91337574
r10_c21,21.755,80.265,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.8640097
r10_c22,21.755,80.275,barren,0.0,REAL_GEOLOGICAL,0,1,0.85702425
r10_c23,21.755,80.285,barren,0.0,REAL_GEOLOGICAL,0,1,0.77679753
r10_c24,21.755,80.295,barren,0.0,REAL_GEOLOGICAL,0,1,0.75954294
r10_c25,21.755,80.305,barren,0.0,REAL_GEOLOGICAL,0,1,0.09324678
r10_c26,21.755,80.315,barren,0.0,REAL_GEOLOGICAL,0,1,0.03192599
r10_c27,21.755,80.325,barren,0.0,REAL_GEOLOGICAL,0,1,0.047618788
r10_c28,21.755,80.335,barren,0.0,REAL_GEOLOGICAL,0,1,0.0644235
r10_c29,21.755,80.345,barren,0.0,REAL_GEOLOGICAL,0,1,0.06819972
r11_c00,21.765,80.055,barren,0.0,REAL_GEOLOGICAL,0,1,0.08579943
r11_c01,21.765,80.065,barren,0.0,REAL_GEOLOGICAL,0,1,0.05012813
r11_c02,21.765,80.075,barren,0.0,REAL_GEOLOGICAL,0,1,0.0754266
r11_c03,21.765,80.085,barren,0.0,REAL_GEOLOGICAL,0,1,0.055340275
r11_c04,21.765,80.095,barren,0.0,REAL_GEOLOGICAL,0,1,0.19427703
r11_c05,21.765,80.105,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9661608
r11_c06,21.765,80.115,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.97629136
r11_c07,21.765,80.125,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9388742
r11_c08,21.765,80.135,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.91796494
r11_c09,21.765,80.145,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9073937
r11_c10,21.765,80.155,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9780049
r11_c11,21.765,80.165,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.8779006
r11_c12,21.765,80.175,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9431674
r11_c13,21.765,80.185,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9689144
r11_c14,21.765,80.195,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9197809
r11_c15,21.765,80.205,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9792285
r11_c16,21.765,80.215,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9433669
r11_c17,21.765,80.225,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.95972306
r11_c18,21.765,80.235,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.96984047
r11_c19,21.765,80.245,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9279905
r11_c20,21.765,80.255,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9530438
r11_c21,21.765,80.265,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9728899
r11_c22,21.765,80.275,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9403959
r11_c23,21.765,80.285,barren,0.0,REAL_GEOLOGICAL,0,1,0.8652177
r11_c24,21.765,80.295,barren,0.0,REAL_GEOLOGICAL,0,1,0.8547388
r11_c25,21.765,80.305,barren,0.0,REAL_GEOLOGICAL,0,1,0.11664539
r11_c26,21.765,80.315,barren,0.0,REAL_GEOLOGICAL,0,1,0.13492125
r11_c27,21.765,80.325,barren,0.0,REAL_GEOLOGICAL,0,1,0.0502762
r11_c28,21.765,80.335,barren,0.0,REAL_GEOLOGICAL,0,1,0.03715116
r11_c29,21.765,80.345,barren,0.0,REAL_GEOLOGICAL,0,1,0.053653922
r12_c00,21.775,80.055,barren,0.0,REAL_GEOLOGICAL,0,1,0.034060095
r12_c01,21.775,80.065,barren,0.0,REAL_GEOLOGICAL,0,1,0.11447167
r12_c02,21.775,80.075,barren,0.0,REAL_GEOLOGICAL,0,1,0.048969094
r12_c03,21.775,80.085,barren,0.0,REAL_GEOLOGICAL,0,1,0.026646348
r12_c04,21.775,80.095,barren,0.0,REAL_GEOLOGICAL,0,1,0.03653798
r12_c05,21.775,80.105,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.93805844
r12_c06,21.775,80.115,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9398029
r12_c07,21.775,80.125,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.921581
r12_c08,21.775,80.135,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.948621
r12_c09,21.775,80.145,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.90796274
r12_c10,21.775,80.155,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9530377
r12_c11,21.775,80.165,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.96220267
r12_c12,21.775,80.175,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.8665634
r12_c13,21.775,80.185,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9653756
r12_c14,21.775,80.195,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9534602
r12_c15,21.775,80.205,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9231814
r12_c16,21.775,80.215,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.95713645
r12_c17,21.775,80.225,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.96790487
r12_c18,21.775,80.235,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9734214
r12_c19,21.775,80.245,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9683713
r12_c20,21.775,80.255,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.93174124
r12_c21,21.775,80.265,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9085387
r12_c22,21.775,80.275,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.82915276
r12_c23,21.775,80.285,barren,0.0,REAL_GEOLOGICAL,0,1,0.18888439
r12_c24,21.775,80.295,barren,0.0,REAL_GEOLOGICAL,0,1,0.3256049
r12_c25,21.775,80.305,barren,0.0,REAL_GEOLOGICAL,0,1,0.0636452
r12_c26,21.775,80.315,barren,0.0,REAL_GEOLOGICAL,0,1,0.034890782
r12_c27,21.775,80.325,barren,0.0,REAL_GEOLOGICAL,0,1,0.042005792
r12_c28,21.775,80.335,barren,0.0,REAL_GEOLOGICAL,0,1,0.02052917
r12_c29,21.775,80.345,barren,0.0,REAL_GEOLOGICAL,0,1,0.019975288
r13_c00,21.785,80.055,barren,0.0,REAL_GEOLOGICAL,0,1,0.04131926
r13_c01,21.785,80.065,barren,0.0,REAL_GEOLOGICAL,0,1,0.018496098
r13_c02,21.785,80.075,barren,0.0,REAL_GEOLOGICAL,0,1,0.03415697
r13_c03,21.785,80.085,barren,0.0,REAL_GEOLOGICAL,0,1,0.09647316
r13_c04,21.785,80.095,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.5620218
r13_c05,21.785,80.105,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.8939442
r13_c06,21.785,80.115,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9634937
r13_c07,21.785,80.125,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9519914
r13_c08,21.785,80.135,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9571479
r13_c09,21.785,80.145,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.92892355
r13_c10,21.785,80.155,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.90963763
r13_c11,21.785,80.165,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9479258
r13_c12,21.785,80.175,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9339344
r13_c13,21.785,80.185,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9707572
r13_c14,21.785,80.195,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9604541
r13_c15,21.785,80.205,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.84763837
r13_c16,21.785,80.215,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.982054
r13_c17,21.785,80.225,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9677119
r13_c18,21.785,80.235,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.97843343
r13_c19,21.785,80.245,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9769875
r13_c20,21.785,80.255,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.927736
r13_c21,21.785,80.265,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.95248353
r13_c22,21.785,80.275,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.7920132
r13_c23,21.785,80.285,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.69132113
r13_c24,21.785,80.295,barren,0.0,REAL_GEOLOGICAL,0,1,0.052805945
r13_c25,21.785,80.305,barren,0.0,REAL_GEOLOGICAL,0,1,0.00661381
r13_c26,21.785,80.315,barren,0.0,REAL_GEOLOGICAL,0,1,0.0028931967
r13_c27,21.785,80.325,barren,0.0,REAL_GEOLOGICAL,0,1,0.00800855
r13_c28,21.785,80.335,barren,0.0,REAL_GEOLOGICAL,0,1,0.0043252343
r13_c29,21.785,80.345,barren,0.0,REAL_GEOLOGICAL,0,1,0.0033156844
r14_c00,21.795,80.055,barren,0.0,REAL_GEOLOGICAL,0,1,0.03133274
r14_c01,21.795,80.065,barren,0.0,REAL_GEOLOGICAL,0,1,0.041634224
r14_c02,21.795,80.075,barren,0.0,REAL_GEOLOGICAL,0,1,0.08533015
r14_c03,21.795,80.085,barren,0.0,REAL_GEOLOGICAL,0,1,0.11265383
r14_c04,21.795,80.095,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.78218323
r14_c05,21.795,80.105,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9629875
r14_c06,21.795,80.115,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.89210737
r14_c07,21.795,80.125,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.96539146
r14_c08,21.795,80.135,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.95864797
r14_c09,21.795,80.145,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9555088
r14_c10,21.795,80.155,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9282055
r14_c11,21.795,80.165,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.97422624
r14_c12,21.795,80.175,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9732434
r14_c13,21.795,80.185,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9732047
r14_c14,21.795,80.195,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9567447
r14_c15,21.795,80.205,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.98471665
r14_c16,21.795,80.215,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.99167514
r14_c17,21.795,80.225,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9819503
r14_c18,21.795,80.235,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.98812115
r14_c19,21.795,80.245,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9841696
r14_c20,21.795,80.255,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.90054065
r14_c21,21.795,80.265,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9315472
r14_c22,21.795,80.275,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.8918455
r14_c23,21.795,80.285,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.63944614
r14_c24,21.795,80.295,barren,0.0,REAL_GEOLOGICAL,0,1,0.16647306
r14_c25,21.795,80.305,barren,0.0,REAL_GEOLOGICAL,0,1,0.0020045587
r14_c26,21.795,80.315,barren,0.0,REAL_GEOLOGICAL,0,1,0.0019585476
r14_c27,21.795,80.325,barren,0.0,REAL_GEOLOGICAL,0,1,0.007864539
r14_c28,21.795,80.335,barren,0.0,REAL_GEOLOGICAL,0,1,0.0014514612
r14_c29,21.795,80.345,barren,0.0,REAL_GEOLOGICAL,0,1,0.0019496036
r15_c00,21.805,80.055,barren,0.0,REAL_GEOLOGICAL,0,1,0.11705196
r15_c01,21.805,80.065,barren,0.0,REAL_GEOLOGICAL,0,1,0.17522357
r15_c02,21.805,80.075,barren,0.0,REAL_GEOLOGICAL,0,1,0.329405
r15_c03,21.805,80.085,barren,0.0,REAL_GEOLOGICAL,0,1,0.23953398
r15_c04,21.805,80.095,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.7562819
r15_c05,21.805,80.105,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.96342665
r15_c06,21.805,80.115,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9689012
r15_c07,21.805,80.125,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.81951714
r15_c08,21.805,80.135,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.893299
r15_c09,21.805,80.145,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9646539
r15_c10,21.805,80.155,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.94989365
r15_c11,21.805,80.165,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9632903
r15_c12,21.805,80.175,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.98734725
r15_c13,21.805,80.185,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.97397137
r15_c14,21.805,80.195,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.99256015
r15_c15,21.805,80.205,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.99125063
r15_c16,21.805,80.215,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.95137626
r15_c17,21.805,80.225,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.98127294
r15_c18,21.805,80.235,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.95221657
r15_c19,21.805,80.245,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9170501
r15_c20,21.805,80.255,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.87551016
r15_c21,21.805,80.265,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.94200104
r15_c22,21.805,80.275,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.90842044
r15_c23,21.805,80.285,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.68225604
r15_c24,21.805,80.295,barren,0.0,REAL_GEOLOGICAL,0,1,0.1516124
r15_c25,21.805,80.305,barren,0.0,REAL_GEOLOGICAL,0,1,0.005609366
r15_c26,21.805,80.315,barren,0.0,REAL_GEOLOGICAL,0,1,0.0035580986
r15_c27,21.805,80.325,barren,0.0,REAL_GEOLOGICAL,0,1,0.0066794334
r15_c28,21.805,80.335,barren,0.0,REAL_GEOLOGICAL,0,1,0.003439591
r15_c29,21.805,80.345,barren,0.0,REAL_GEOLOGICAL,0,1,0.0035659028
r16_c00,21.815,80.055,barren,0.0,REAL_GEOLOGICAL,0,1,0.02829972
r16_c01,21.815,80.065,barren,0.0,REAL_GEOLOGICAL,0,1,0.08156905
r16_c02,21.815,80.075,barren,0.0,REAL_GEOLOGICAL,0,1,0.091440655
r16_c03,21.815,80.085,barren,0.0,REAL_GEOLOGICAL,0,1,0.2608507
r16_c04,21.815,80.095,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.5631215
r16_c05,21.815,80.105,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9380586
r16_c06,21.815,80.115,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.90568405
r16_c07,21.815,80.125,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.970968
r16_c08,21.815,80.135,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9687857
r16_c09,21.815,80.145,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9554229
r16_c10,21.815,80.155,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.83388644
r16_c11,21.815,80.165,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.97957945
r16_c12,21.815,80.175,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.96055967
r16_c13,21.815,80.185,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9643943
r16_c14,21.815,80.195,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.98859286
r16_c15,21.815,80.205,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.98928493
r16_c16,21.815,80.215,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.97935075
r16_c17,21.815,80.225,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9718473
r16_c18,21.815,80.235,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9877368
r16_c19,21.815,80.245,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9653419
r16_c20,21.815,80.255,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9424602
r16_c21,21.815,80.265,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.873152
r16_c22,21.815,80.275,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.8758193
r16_c23,21.815,80.285,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.61322
r16_c24,21.815,80.295,barren,0.0,REAL_GEOLOGICAL,0,1,0.090255916
r16_c25,21.815,80.305,barren,0.0,REAL_GEOLOGICAL,0,1,0.004508971
r16_c26,21.815,80.315,barren,0.0,REAL_GEOLOGICAL,0,1,0.0029823426
r16_c27,21.815,80.325,barren,0.0,REAL_GEOLOGICAL,0,1,0.0042343773
r16_c28,21.815,80.335,barren,0.0,REAL_GEOLOGICAL,0,1,0.0038393622
r16_c29,21.815,80.345,barren,0.0,REAL_GEOLOGICAL,0,1,0.0035659028
r17_c00,21.825,80.055,barren,0.0,REAL_GEOLOGICAL,0,1,0.06858359
r17_c01,21.825,80.065,barren,0.0,REAL_GEOLOGICAL,0,1,0.040691372
r17_c02,21.825,80.075,barren,0.0,REAL_GEOLOGICAL,0,1,0.05149384
r17_c03,21.825,80.085,barren,0.0,REAL_GEOLOGICAL,0,1,0.05494675
r17_c04,21.825,80.095,barren,0.0,REAL_GEOLOGICAL,0,1,0.022802487
r17_c05,21.825,80.105,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.8551125
r17_c06,21.825,80.115,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.97006917
r17_c07,21.825,80.125,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9519906
r17_c08,21.825,80.135,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.88137144
r17_c09,21.825,80.145,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.71723324
r17_c10,21.825,80.155,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.92702085
r17_c11,21.825,80.165,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9741604
r17_c12,21.825,80.175,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9869468
r17_c13,21.825,80.185,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.99415344
r17_c14,21.825,80.195,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.98641324
r17_c15,21.825,80.205,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9880895
r17_c16,21.825,80.215,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9872018
r17_c17,21.825,80.225,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.966241
r17_c18,21.825,80.235,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.955718
r17_c19,21.825,80.245,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9822329
r17_c20,21.825,80.255,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.91378856
r17_c21,21.825,80.265,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9152674
r17_c22,21.825,80.275,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.8511362
r17_c23,21.825,80.285,barren,0.0,REAL_GEOLOGICAL,0,1,0.21964523
r17_c24,21.825,80.295,barren,0.0,REAL_GEOLOGICAL,0,1,0.45176318
r17_c25,21.825,80.305,barren,0.0,REAL_GEOLOGICAL,0,1,0.003749127
r17_c26,21.825,80.315,barren,0.0,REAL_GEOLOGICAL,0,1,0.0026993284
r17_c27,21.825,80.325,barren,0.0,REAL_GEOLOGICAL,0,1,0.006671809
r17_c28,21.825,80.335,barren,0.0,REAL_GEOLOGICAL,0,1,0.0030406758
r17_c29,21.825,80.345,barren,0.0,REAL_GEOLOGICAL,0,1,0.003439591
r18_c00,21.835,80.055,barren,0.0,REAL_GEOLOGICAL,0,1,0.12566863
r18_c01,21.835,80.065,barren,0.0,REAL_GEOLOGICAL,0,1,0.08288311
r18_c02,21.835,80.075,barren,0.0,REAL_GEOLOGICAL,0,1,0.082126446
r18_c03,21.835,80.085,barren,0.0,REAL_GEOLOGICAL,0,1,0.052587822
r18_c04,21.835,80.095,barren,0.0,REAL_GEOLOGICAL,0,1,0.06157136
r18_c05,21.835,80.105,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.82750714
r18_c06,21.835,80.115,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.92581964
r18_c07,21.835,80.125,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9438559
r18_c08,21.835,80.135,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.8156524
r18_c09,21.835,80.145,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9134358
r18_c10,21.835,80.155,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.8800641
r18_c11,21.835,80.165,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9721453
r18_c12,21.835,80.175,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.8583298
r18_c13,21.835,80.185,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.98374087
r18_c14,21.835,80.195,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9790947
r18_c15,21.835,80.205,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.96272093
r18_c16,21.835,80.215,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9805853
r18_c17,21.835,80.225,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9742365
r18_c18,21.835,80.235,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.96782255
r18_c19,21.835,80.245,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9793522
r18_c20,21.835,80.255,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.91446733
r18_c21,21.835,80.265,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9194155
r18_c22,21.835,80.275,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.8937384
r18_c23,21.835,80.285,barren,0.0,REAL_GEOLOGICAL,0,1,0.4918665
r18_c24,21.835,80.295,barren,0.0,REAL_GEOLOGICAL,0,1,0.4394113
r18_c25,21.835,80.305,barren,0.0,REAL_GEOLOGICAL,0,1,0.014724152
r18_c26,21.835,80.315,barren,0.0,REAL_GEOLOGICAL,0,1,0.003628149
r18_c27,21.835,80.325,barren,0.0,REAL_GEOLOGICAL,0,1,0.003439591
r18_c28,21.835,80.335,barren,0.0,REAL_GEOLOGICAL,0,1,0.0025090503
r18_c29,21.835,80.345,barren,0.0,REAL_GEOLOGICAL,0,1,0.0030406758
r19_c00,21.845,80.055,barren,0.0,REAL_GEOLOGICAL,0,1,0.15358716
r19_c01,21.845,80.065,barren,0.0,REAL_GEOLOGICAL,0,1,0.23721534
r19_c02,21.845,80.075,barren,0.0,REAL_GEOLOGICAL,0,1,0.17293654
r19_c03,21.845,80.085,barren,0.0,REAL_GEOLOGICAL,0,1,0.07874153
r19_c04,21.845,80.095,barren,0.0,REAL_GEOLOGICAL,0,1,0.25703862
r19_c05,21.845,80.105,barren,0.0,REAL_GEOLOGICAL,0,1,0.61405987
r19_c06,21.845,80.115,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.7954197
r19_c07,21.845,80.125,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.86145794
r19_c08,21.845,80.135,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9264371
r19_c09,21.845,80.145,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9106155
r19_c10,21.845,80.155,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.95741034
r19_c11,21.845,80.165,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9685704
r19_c12,21.845,80.175,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.8908257
r19_c13,21.845,80.185,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.93368304
r19_c14,21.845,80.195,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9510876
r19_c15,21.845,80.205,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9525733
r19_c16,21.845,80.215,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9328723
r19_c17,21.845,80.225,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.8504751
r19_c18,21.845,80.235,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.93744516
r19_c19,21.845,80.245,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.9663794
r19_c20,21.845,80.255,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.89458084
r19_c21,21.845,80.265,mineralized,1.0,REAL_GEOLOGICAL,1,0,0.8545047
r19_c22,21.845,80.275,barren,0.0,REAL_GEOLOGICAL,0,1,0.6888646
r19_c23,21.845,80.285,barren,0.0,REAL_GEOLOGICAL,0,1,0.2908791
r19_c24,21.845,80.295,barren,0.0,REAL_GEOLOGICAL,0,1,0.053779103
r19_c25,21.845,80.305,barren,0.0,REAL_GEOLOGICAL,0,1,0.015452972
r19_c26,21.845,80.315,barren,0.0,REAL_GEOLOGICAL,0,1,0.0031517972
r19_c27,21.845,80.325,barren,0.0,REAL_GEOLOGICAL,0,1,0.002915973
r19_c28,21.845,80.335,barren,0.0,REAL_GEOLOGICAL,0,1,0.003439591
r19_c29,21.845,80.345,barren,0.0,REAL_GEOLOGICAL,0,1,0.003439591
r20_c00,21.855,80.055,barren,0.0,REAL_GEOLOGICAL,0,1,0.034034766
r20_c01,21.855,80.065,barren,0.0,REAL_GEOLOGICAL,0,1,0.048513554
r20_c02,21.855,80.075,barren,0.0,REAL_GEOLOGICAL,0,1,0.11564774
r20_c03,21.855,80.085,barren,0.0,REAL_GEOLOGICAL,0,1,0.16158982
r20_c04,21.855,80.095,barren,0.0,REAL_GEOLOGICAL,0,1,0.22150292
r20_c05,21.855,80.105,barren,0.0,REAL_GEOLOGICAL,0,1,0.14214064
