zone_id,lat,lon,n_mineralized_obs,n_barren_obs,label_class,conflict,label,label_source,ndvi_mean,ndvi_std,sar_vv_mean,sar_vh_mean,lst_mean,rain_mean,elevation_m,slope_deg
r05_c10,21.705,80.155,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3723,0.1302,-9.2824,-16.6488,31.0801,1520.2769,299.2261,1.2099
r05_c11,21.705,80.165,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3578,0.122,-9.526,-16.9678,31.1429,1520.1979,294.2723,1.3633
r05_c12,21.705,80.175,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.366,0.1146,-9.9528,-17.0772,30.9913,1520.1979,290.4008,1.9937
r05_c13,21.705,80.185,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.4081,0.1186,-9.6367,-16.6461,30.4921,1520.1979,287.1701,1.9027
r05_c14,21.705,80.195,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.4205,0.1178,-9.1022,-16.1078,30.2437,1520.5733,289.4175,1.433
r05_c15,21.705,80.205,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3928,0.1253,-9.2175,-16.7319,30.1405,1538.2848,294.5211,1.0987
r05_c16,21.705,80.215,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3975,0.1493,-10.1125,-17.2855,29.9521,1538.2848,295.692,0.9753
r05_c17,21.705,80.225,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3744,0.1453,-9.8216,-17.1206,29.8184,1538.2848,296.901,0.9769
r05_c18,21.705,80.235,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.4057,0.1294,-9.5724,-16.7178,29.6891,1538.2848,294.155,1.1578
r05_c19,21.705,80.245,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.4276,0.1215,-9.4335,-16.4768,29.8256,1538.2848,290.7875,1.5978
r05_c20,21.705,80.255,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.4325,0.1187,-9.2467,-16.3105,30.2463,1505.2195,292.2484,1.5051
r05_c21,21.705,80.265,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3441,0.1262,-9.709,-17.2569,30.4403,1504.9024,296.7301,1.5745
r05_c22,21.705,80.275,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3618,0.1393,-9.8304,-17.1544,30.5263,1504.9024,296.4931,1.4915
r05_c23,21.705,80.285,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.351,0.1211,-9.8909,-17.2861,30.6026,1504.9024,298.2569,1.4783
r05_c24,21.705,80.295,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3546,0.1396,-9.7231,-17.3559,30.5485,1504.9024,296.624,1.4486
r05_c25,21.705,80.305,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.4186,0.1198,-9.3051,-16.3914,30.4597,1529.8822,294.4306,1.6063
r05_c26,21.705,80.315,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.393,0.1218,-9.4029,-16.5464,30.3616,1530.9282,296.5177,1.7287
r05_c27,21.705,80.325,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3724,0.1183,-9.5362,-16.7119,30.4638,1530.9282,298.3178,1.5425
r05_c28,21.705,80.335,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3644,0.1334,-9.3266,-16.4968,30.5138,1530.9282,299.8984,1.5199
r05_c29,21.705,80.345,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3692,0.1238,-9.4302,-16.6396,30.4002,1531.5607,300.1202,1.3834
r06_c00,21.715,80.055,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3937,0.1195,-9.1892,-16.433,30.2919,1472.1915,297.5724,1.5348
r06_c01,21.715,80.065,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3717,0.1115,-10.113,-17.1548,30.2568,1472.1915,301.8071,1.5103
r06_c02,21.715,80.075,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.414,0.1136,-10.0428,-16.8282,30.337,1472.1915,304.7324,1.3804
r06_c03,21.715,80.085,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3985,0.127,-9.8312,-16.6655,30.2819,1472.1915,304.4186,1.2233
r06_c04,21.715,80.095,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3623,0.1194,-9.8859,-16.923,30.4956,1472.1915,312.8639,2.0509
r06_c05,21.715,80.105,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3717,0.1198,-10.2949,-17.2762,30.7329,1521.8664,313.3082,2.9996
r06_c06,21.715,80.115,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.404,0.1258,-9.6539,-16.6594,30.6688,1522.2547,321.236,4.4093
r06_c07,21.715,80.125,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.4683,0.1238,-9.2807,-16.0719,30.5943,1522.2547,340.3746,8.4936
r06_c08,21.715,80.135,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3922,0.1146,-9.7737,-16.754,30.6253,1522.2547,321.4452,5.1963
r06_c09,21.715,80.145,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.374,0.1167,-10.3817,-17.2854,30.8271,1522.2547,306.263,3.0015
r06_c10,21.715,80.155,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.383,0.1212,-10.1073,-17.1507,30.8553,1520.277,296.417,1.6381
r06_c11,21.715,80.165,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.4525,0.118,-9.0773,-15.9441,30.712,1520.1979,290.5764,1.4837
r06_c12,21.715,80.175,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.363,0.1067,-9.7395,-16.9925,30.3847,1520.1979,287.3975,2.2632
r06_c13,21.715,80.185,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.4512,0.1188,-8.6847,-15.5283,30.0186,1520.1979,293.3163,1.4091
r06_c14,21.715,80.195,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.4413,0.1194,-8.978,-15.8056,29.8443,1520.5734,292.1547,1.2378
r06_c15,21.715,80.205,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.4039,0.132,-9.4604,-16.8027,29.7271,1538.2848,294.1938,1.2329
r06_c16,21.715,80.215,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3772,0.16,-10.2832,-17.5244,29.6809,1538.2848,296.5668,0.8669
r06_c17,21.715,80.225,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3791,0.1321,-9.692,-16.9854,29.7038,1538.2848,295.6871,1.0494
r06_c18,21.715,80.235,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3926,0.1168,-9.6875,-16.616,29.8134,1538.2848,292.2955,1.515
r06_c19,21.715,80.245,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.4527,0.1084,-9.0481,-15.8196,30.0197,1538.2848,290.3695,1.5308
r06_c20,21.715,80.255,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3665,0.127,-9.8176,-17.2752,30.3294,1505.2196,294.858,1.1285
r06_c21,21.715,80.265,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3463,0.1355,-10.7405,-18.1127,30.604,1504.9024,296.7534,1.5856
r06_c22,21.715,80.275,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3313,0.1329,-10.6296,-17.9455,30.7709,1504.9024,301.7786,1.7234
r06_c23,21.715,80.285,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3623,0.1318,-10.1867,-17.4772,30.744,1504.9024,300.3514,1.5174
r06_c24,21.715,80.295,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3909,0.1264,-9.4905,-16.8557,30.453,1504.9024,299.9336,1.5228
r06_c25,21.715,80.305,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.4097,0.1189,-9.4289,-16.5622,30.3615,1529.8826,295.8219,1.3826
r06_c26,21.715,80.315,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.4032,0.12,-9.5095,-16.6904,30.3764,1530.9282,297.5943,1.7866
r06_c27,21.715,80.325,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3973,0.1215,-9.6531,-16.6863,30.3991,1530.9282,296.9433,1.6862
r06_c28,21.715,80.335,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3884,0.1124,-9.7598,-16.7763,30.3922,1530.9282,297.2783,1.8064
r06_c29,21.715,80.345,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3664,0.1188,-9.5982,-16.8937,30.3628,1531.562,301.2959,1.3842
r07_c00,21.725,80.055,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3933,0.1367,-9.6886,-16.7755,30.2283,1472.1915,291.3886,1.2624
r07_c01,21.725,80.065,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3881,0.1175,-9.9752,-16.8893,30.0422,1472.1915,296.0847,1.3805
r07_c02,21.725,80.075,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3905,0.1093,-9.6575,-16.6016,30.0473,1472.1915,298.1705,1.3711
r07_c03,21.725,80.085,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.4297,0.1191,-9.5161,-16.3259,30.0897,1472.1915,300.0433,1.3569
r07_c04,21.725,80.095,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3982,0.1277,-9.7627,-16.5372,30.1641,1472.1915,303.557,1.4537
r07_c05,21.725,80.105,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.4213,0.1192,-9.7106,-16.4998,30.29,1521.8665,308.1787,1.358
r07_c06,21.725,80.115,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.4283,0.115,-9.6454,-16.5056,30.3039,1522.2547,321.942,3.9612
r07_c07,21.725,80.125,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.4563,0.1158,-9.3327,-16.1607,30.2478,1522.2547,321.4813,2.526
r07_c08,21.725,80.135,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.4753,0.1228,-9.1626,-15.9693,30.2173,1522.2547,318.2343,3.5996
r07_c09,21.725,80.145,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.4951,0.1239,-9.0893,-15.7207,30.3168,1522.2547,311.8336,2.5682
r07_c10,21.725,80.155,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.4474,0.1229,-8.8751,-15.9062,30.4193,1520.2769,303.3688,2.1143
r07_c11,21.725,80.165,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.4091,0.1149,-9.2328,-16.3037,30.5201,1520.1979,295.5078,1.2386
r07_c12,21.725,80.175,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3835,0.1068,-9.424,-16.5774,30.4439,1520.1979,291.6073,2.0182
r07_c13,21.725,80.185,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.435,0.1097,-9.2651,-16.4007,30.0485,1520.1979,289.202,2.195
r07_c14,21.725,80.195,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3901,0.1517,-9.6178,-16.661,29.6969,1520.5739,295.2612,1.3349
r07_c15,21.725,80.205,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3883,0.1394,-9.5746,-16.8117,29.4792,1538.2848,295.4327,1.0666
r07_c16,21.725,80.215,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3773,0.1607,-10.1556,-17.4074,29.4763,1538.2848,297.1923,0.9863
r07_c17,21.725,80.225,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.4049,0.1246,-9.3141,-16.5746,29.5754,1538.2848,296.4004,1.126
r07_c18,21.725,80.235,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.4025,0.1442,-9.7628,-16.8725,29.7167,1538.2848,295.4529,1.1628
r07_c19,21.725,80.245,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.4457,0.1201,-9.8652,-16.768,29.9882,1538.2848,290.0255,1.5766
r07_c20,21.725,80.255,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.365,0.1231,-9.7876,-17.2645,30.5396,1505.2206,294.9203,1.4001
r07_c21,21.725,80.265,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3487,0.1207,-10.4943,-17.7048,30.7897,1504.9024,297.5723,1.3563
r07_c22,21.725,80.275,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3258,0.0971,-9.2143,-16.8858,30.9315,1504.9024,303.652,1.6007
r07_c23,21.725,80.285,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3322,0.1254,-10.6166,-17.9107,30.9212,1504.9024,305.8595,1.8537
r07_c24,21.725,80.295,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3457,0.1184,-9.9277,-17.3696,30.6954,1504.9024,303.7554,1.61
r07_c25,21.725,80.305,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3922,0.1219,-9.2057,-16.6131,30.5464,1529.883,299.4187,1.5145
r07_c26,21.725,80.315,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.41,0.1185,-9.4593,-16.447,30.5146,1530.9282,296.9155,1.5433
r07_c27,21.725,80.325,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.4019,0.1261,-9.4766,-16.6589,30.458,1530.9282,301.3705,1.3236
r07_c28,21.725,80.335,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3978,0.1277,-9.5645,-16.6656,30.3219,1530.9282,301.99,1.4207
r07_c29,21.725,80.345,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3748,0.115,-9.6274,-16.962,30.3186,1531.5607,300.4809,1.7438
r08_c00,21.735,80.055,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.2952,0.1215,-10.0214,-17.736,30.6272,1472.1915,292.0905,1.3333
r08_c01,21.735,80.065,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.407,0.1304,-9.7977,-16.6085,30.1872,1472.1915,294.7543,1.2058
r08_c02,21.735,80.075,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.4275,0.1242,-9.786,-16.5913,29.971,1472.1915,297.7007,1.29
r08_c03,21.735,80.085,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.4127,0.1271,-9.6376,-16.5449,30.0559,1472.1915,300.3368,1.2659
r08_c04,21.735,80.095,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.402,0.1167,-9.824,-16.6786,30.1423,1472.1915,306.7789,1.5917
r08_c05,21.735,80.105,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.4028,0.1274,-9.9552,-16.7661,30.1858,1521.8665,307.993,1.1376
r08_c06,21.735,80.115,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3752,0.1257,-9.885,-17.0863,30.2536,1522.2547,310.5105,1.3424
r08_c07,21.735,80.125,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3801,0.1239,-9.7104,-16.8674,30.294,1522.2547,311.9933,1.3395
r08_c08,21.735,80.135,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3694,0.1105,-10.0254,-17.0665,30.3299,1522.2547,305.6374,1.5018
r08_c09,21.735,80.145,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.4875,0.1234,-8.6334,-15.4191,30.2097,1522.2547,303.349,1.2471
r08_c10,21.735,80.155,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3773,0.1194,-9.6339,-16.7329,30.2411,1520.2769,300.7433,1.3197
r08_c11,21.735,80.165,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3275,0.1299,-10.299,-17.607,30.5663,1520.1979,299.6418,1.4766
r08_c12,21.735,80.175,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3923,0.1218,-9.085,-16.2341,30.6442,1520.1979,297.0177,1.6523
r08_c13,21.735,80.185,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3873,0.0982,-9.5384,-16.7839,30.2785,1520.1979,287.6851,2.3368
r08_c14,21.735,80.195,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3916,0.1447,-9.9517,-17.086,29.7994,1520.5733,293.9193,1.4033
r08_c15,21.735,80.205,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.371,0.1723,-10.124,-17.3725,29.3874,1538.2848,297.5903,1.0338
r08_c16,21.735,80.215,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3474,0.1649,-10.3341,-17.6114,29.3589,1538.2848,297.7779,0.7576
r08_c17,21.735,80.225,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3802,0.1492,-10.0099,-17.2354,29.5091,1538.2848,297.4701,1.0867
r08_c18,21.735,80.235,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.4197,0.1277,-9.1972,-16.5981,29.7583,1538.2848,295.5463,1.2413
r08_c19,21.735,80.245,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.4309,0.1163,-9.7388,-16.6602,30.0433,1538.2848,291.5407,1.5079
r08_c20,21.735,80.255,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3979,0.1184,-9.9,-17.0475,30.5099,1505.2195,292.7663,1.5473
r08_c21,21.735,80.265,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3565,0.1187,-9.9436,-17.2611,30.7771,1504.9024,294.7638,1.082
r08_c22,21.735,80.275,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3444,0.1296,-10.1985,-17.4409,30.81,1504.9024,297.159,1.1329
r08_c23,21.735,80.285,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3518,0.1313,-10.5371,-17.6195,30.752,1504.9024,300.9534,1.6222
r08_c24,21.735,80.295,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3525,0.1226,-10.7975,-17.9973,30.731,1504.9024,305.824,2.0136
r08_c25,21.735,80.305,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3706,0.1298,-10.0465,-17.219,30.6761,1529.883,303.9569,1.6148
r08_c26,21.735,80.315,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3625,0.1263,-9.7989,-17.0904,30.5963,1530.9282,302.3006,1.5051
r08_c27,21.735,80.325,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3927,0.1111,-9.4385,-16.6999,30.5867,1530.9282,301.8756,1.6721
r08_c28,21.735,80.335,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3958,0.1339,-9.6293,-16.9989,30.4242,1530.9282,304.3067,1.176
r08_c29,21.735,80.345,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.4,0.1149,-9.1524,-16.572,30.2139,1531.5607,304.8921,1.5087
r09_c00,21.745,80.055,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.2958,0.1103,-10.3151,-18.0887,30.9325,1472.1915,294.0701,1.6
r09_c01,21.745,80.065,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3764,0.1276,-9.483,-16.6323,30.5394,1472.1915,296.3116,1.2586
r09_c02,21.745,80.075,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3804,0.1143,-9.4675,-16.6302,30.1683,1472.1915,300.9969,1.6327
r09_c03,21.745,80.085,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.4017,0.1222,-9.6689,-16.5967,30.1661,1472.1915,302.6353,1.4586
r09_c04,21.745,80.095,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.4017,0.1158,-9.7374,-16.5234,30.1126,1472.1915,302.8134,1.4914
r09_c05,21.745,80.105,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.4301,0.1123,-9.5526,-16.3851,30.1411,1521.8665,308.0627,1.843
r09_c06,21.745,80.115,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3994,0.1235,-9.9316,-16.8924,30.2561,1522.2547,311.0191,1.3952
r09_c07,21.745,80.125,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3664,0.1216,-10.0266,-17.117,30.3578,1522.2547,313.0469,1.2919
r09_c08,21.745,80.135,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.4403,0.1266,-9.3864,-16.28,30.2254,1522.2547,308.8987,1.4083
r09_c09,21.745,80.145,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3908,0.121,-9.7517,-16.6419,30.0507,1522.2547,309.6669,1.6785
r09_c10,21.745,80.155,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.5003,0.1302,-8.5175,-15.5219,30.09,1520.2769,320.3132,5.0189
r09_c11,21.745,80.165,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3563,0.1196,-10.0827,-17.0744,30.5029,1520.1979,301.99,1.384
r09_c12,21.745,80.175,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3698,0.1142,-9.6523,-16.8504,30.7075,1520.1979,294.1586,1.6667
r09_c13,21.745,80.185,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.4232,0.1077,-9.7057,-16.6632,30.3703,1520.1979,292.2681,1.8933
r09_c14,21.745,80.195,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.366,0.134,-9.5524,-17.2537,29.8373,1520.5733,297.3147,1.3103
r09_c15,21.745,80.205,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3508,0.1704,-10.3158,-17.9268,29.4864,1538.2848,299.079,0.8568
r09_c16,21.745,80.215,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3657,0.1505,-9.8895,-17.2035,29.4632,1538.2848,297.7786,1.1047
r09_c17,21.745,80.225,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.4126,0.1307,-9.3159,-16.5486,29.5927,1538.2848,297.0557,1.0327
r09_c18,21.745,80.235,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.4289,0.1242,-9.6486,-16.8164,29.8148,1538.2848,294.7476,1.4161
r09_c19,21.745,80.245,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.4089,0.1209,-9.6804,-16.7838,30.0722,1538.2848,295.7071,1.3615
r09_c20,21.745,80.255,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3937,0.1123,-9.7157,-16.8359,30.3326,1505.2195,295.6467,1.3406
r09_c21,21.745,80.265,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3915,0.1062,-9.6328,-16.9769,30.4274,1504.9024,296.3592,1.1547
r09_c22,21.745,80.275,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.4111,0.1225,-9.8645,-16.9159,30.3517,1504.9024,297.2713,1.0271
r09_c23,21.745,80.285,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3691,0.1138,-10.1394,-17.3136,30.3654,1504.9024,301.2643,1.7744
r09_c24,21.745,80.295,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3126,0.1132,-11.4254,-18.8448,30.7045,1504.9024,307.0868,1.8556
r09_c25,21.745,80.305,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3342,0.1156,-9.9262,-17.2631,30.8608,1529.8829,311.3312,1.8134
r09_c26,21.745,80.315,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3705,0.1258,-9.8178,-17.1397,30.6516,1530.9282,306.971,1.539
r09_c27,21.745,80.325,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3629,0.1242,-9.8112,-17.1299,30.594,1530.9282,305.3141,1.6634
r09_c28,21.745,80.335,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3799,0.1208,-9.6601,-16.9885,30.5224,1530.9282,305.7427,1.5427
r09_c29,21.745,80.345,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3783,0.1171,-9.4648,-16.7881,30.2999,1531.5607,308.7499,1.4262
r10_c00,21.755,80.055,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.2896,0.0927,-8.5443,-16.7785,30.9268,1440.9932,301.2268,1.9594
r10_c01,21.755,80.065,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3322,0.1127,-9.4563,-17.0244,30.7443,1440.9922,300.1107,1.4735
r10_c02,21.755,80.075,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.4041,0.1193,-9.7562,-16.5668,30.3987,1440.9922,299.5916,1.3011
r10_c03,21.755,80.085,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.4148,0.1172,-9.8233,-16.5488,30.205,1440.9922,303.6048,1.4788
r10_c04,21.755,80.095,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.4465,0.1106,-9.6663,-16.2876,30.0429,1440.9922,307.048,1.3605
r10_c05,21.755,80.105,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.4798,0.1071,-9.3876,-16.0502,30.0052,1482.7893,308.2465,1.5708
r10_c06,21.755,80.115,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.4077,0.1142,-10.1783,-17.0472,30.34,1483.1147,312.3747,1.608
r10_c07,21.755,80.125,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3434,0.1096,-10.3445,-17.4937,30.5528,1483.1147,319.0966,1.4041
r10_c08,21.755,80.135,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.4514,0.1135,-8.8244,-15.7454,30.354,1483.1147,316.9981,1.5636
r10_c09,21.755,80.145,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.487,0.1127,-8.8054,-15.6783,30.1007,1483.1147,318.2798,1.8026
r10_c10,21.755,80.155,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.4312,0.1233,-9.0319,-15.9898,30.1683,1518.0708,315.2864,3.9875
r10_c11,21.755,80.165,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.353,0.1217,-10.2142,-17.2608,30.5124,1519.4662,301.2759,1.4131
r10_c12,21.755,80.175,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3271,0.0924,-10.2639,-17.6416,30.7396,1519.4662,291.5497,2.3335
r10_c13,21.755,80.185,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3827,0.1311,-10.0109,-17.1442,30.5622,1519.4662,297.7998,1.2478
r10_c14,21.755,80.195,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3457,0.1701,-9.9705,-17.2881,30.1159,1520.1611,300.0007,1.0764
r10_c15,21.755,80.205,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3587,0.1555,-10.3008,-17.6545,29.9357,1552.9257,300.64,0.9563
r10_c16,21.755,80.215,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3641,0.1479,-10.0437,-17.2878,29.9225,1552.9261,299.5677,0.9528
r10_c17,21.755,80.225,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.4078,0.1369,-9.7719,-16.8504,29.8796,1552.9261,297.9302,1.271
r10_c18,21.755,80.235,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3982,0.1343,-9.6923,-17.1898,30.1691,1552.9257,298.5056,0.9361
r10_c19,21.755,80.245,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3967,0.1032,-10.3023,-17.4508,30.4922,1552.9261,295.1628,1.4788
r10_c20,21.755,80.255,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3667,0.1152,-9.7424,-17.0367,30.5246,1612.091,299.307,1.2112
r10_c21,21.755,80.265,1,0,mineralized,False,1.0,REAL_GEOLOGICAL,0.3753,0.1308,-9.9866,-17.2149,30.2204,1612.6592,302.2548,1.1515
r10_c22,21.755,80.275,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3871,0.1441,-10.1999,-17.2095,29.9152,1612.6592,300.18,0.9959
r10_c23,21.755,80.285,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3758,0.1351,-10.1192,-17.2647,29.896,1612.6592,301.9553,1.1118
r10_c24,21.755,80.295,0,1,barren,False,0.0,REAL_GEOLOGICAL,0.3626,0.118,-10.2427,-17.3709,30.2814,1612.6592,303.8647,1.3949
